method,augmentation_family,seed,generated_anomaly_used,threshold,validation_precision,validation_recall,validation_f1,precision,recall,f1,f2,auprc,false_negative,false_positive
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.3,0.25908372827804105,1.0,0.411543287327478,0.1623697202413604,1.0,0.2793770646531383,0.492184901895577,0.943794396523099,0,1527
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.30999999999999994,0.26366559485530544,1.0,0.4173027989821883,0.1652707984366276,1.0,0.2836607570675611,0.49747899159663866,0.943794396523099,0,1495
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.31999999999999995,0.2684124386252046,1.0,0.4232258064516129,0.16780045351473924,1.0,0.287378640776699,0.5020352781546812,0.943794396523099,0,1468
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.32999999999999996,0.27287853577371046,1.0,0.4287581699346405,0.1712962962962963,1.0,0.2924901185770751,0.5082417582417582,0.943794396523099,0,1432
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.33999999999999997,0.2760942760942761,1.0,0.43271767810026385,0.17442545668827342,1.0,0.2970396387355745,0.5137105171815342,0.943794396523099,0,1401
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.3499999999999999,0.2808219178082192,1.0,0.4385026737967914,0.17767106842737096,1.0,0.30173292558613657,0.519298245614035,0.943794396523099,0,1370
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.35999999999999993,0.2827586206896552,1.0,0.44086021505376344,0.18081857055589493,1.0,0.30625969994826696,0.5246366536689118,0.943794396523099,0,1341
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.36999999999999994,0.287215411558669,1.0,0.44625850340136053,0.18534752661239826,1.0,0.3127311146328579,0.5321826681049981,0.943794396523099,0,1301
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.37999999999999995,0.2902654867256637,1.0,0.4499314128943759,0.1884150222788033,1.0,0.31708623460096413,0.5372050816696915,0.943794396523099,0,1275
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.38999999999999996,0.29338103756708406,1.0,0.4536652835408022,0.19258295380611581,1.0,0.32296781232951444,0.543917677324513,0.943794396523099,0,1241
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.3999999999999999,0.30036630036630035,1.0,0.4619718309859155,0.1970705725699068,1.0,0.3292547274749722,0.5510052122114668,0.943794396523099,0,1206
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.4099999999999999,0.30129390018484287,0.9939024390243902,0.4624113475177305,0.2019099590723056,1.0,0.33598183881952326,0.5584905660377358,0.943794396523099,0,1170
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.41999999999999993,0.3041044776119403,0.9939024390243902,0.4657142857142857,0.20598469032707029,1.0,0.34160415464512406,0.5646699732926364,0.943794396523099,0,1141
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.42999999999999994,0.30639097744360905,0.9939024390243902,0.46839080459770116,0.20771929824561403,1.0,0.34398605461940734,0.5672671521655807,0.943794396523099,0,1129
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.43999999999999995,0.3087121212121212,0.9939024390243902,0.47109826589595377,0.21233859397417504,1.0,0.3502958579881657,0.574088440651668,0.943794396523099,0,1098
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.4499999999999999,0.31226053639846746,0.9939024390243902,0.4752186588921283,0.21542940320232898,1.0,0.35449101796407184,0.5785770132916341,0.943794396523099,0,1078
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.4599999999999999,0.313953488372093,0.9878048780487805,0.4764705882352941,0.2199108469539376,1.0,0.36053593179049936,0.5849802371541502,0.943794396523099,0,1050
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.4699999999999999,0.31702544031311153,0.9878048780487805,0.48,0.22356495468277945,1.0,0.3654320987654321,0.5901116427432217,0.943794396523099,0,1028
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.4799999999999999,0.31952662721893493,0.9878048780487805,0.4828614008941878,0.22963537626066718,1.0,0.37350157728706623,0.5984634047715326,0.943794396523099,0,993
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.48999999999999994,0.32270916334661354,0.9878048780487805,0.4864864864864865,0.23307086614173228,1.0,0.3780332056194125,0.6030969845150774,0.943794396523099,0,974
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.49999999999999994,0.32661290322580644,0.9878048780487805,0.4909090909090909,0.23870967741935484,1.0,0.3854166666666667,0.6105610561056105,0.943794396523099,0,944
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.5099999999999999,0.3312883435582822,0.9878048780487805,0.49617151607963245,0.24749163879598662,1.0,0.3967828418230563,0.6218487394957983,0.943794396523099,0,900
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.5199999999999999,0.3367983367983368,0.9878048780487805,0.5023255813953489,0.25407725321888414,1.0,0.405201916495551,0.6300553426990209,0.943794396523099,0,869
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.5299999999999999,0.339662447257384,0.9817073170731707,0.5047021943573667,0.26033421284080915,1.0,0.41311933007676205,0.6376561826798793,0.943794396523099,0,841
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.5399999999999999,0.34334763948497854,0.975609756097561,0.5079365079365079,0.26738934056007224,1.0,0.4219529579472559,0.6460061108686164,0.943794396523099,0,811
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.5499999999999999,0.3464052287581699,0.9695121951219512,0.5104333868378812,0.27637721755368816,1.0,0.43306510607168985,0.656319290465632,0.943794396523099,0,775
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.5599999999999999,0.3509933774834437,0.9695121951219512,0.5153970826580226,0.2835249042145594,1.0,0.4417910447761194,0.6642728904847397,0.943794396523099,0,748
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.57,0.35585585585585583,0.9634146341463414,0.5197368421052632,0.2904808635917566,1.0,0.45019011406844106,0.6718111665910123,0.943794396523099,0,723
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.58,0.3617511520737327,0.9573170731707317,0.5250836120401338,0.298989898989899,1.0,0.4603421461897356,0.6807727690892365,0.943794396523099,0,694
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.59,0.36470588235294116,0.9451219512195121,0.5263157894736842,0.30610134436401243,1.0,0.46872525732383213,0.6880520688052069,0.943794396523099,0,671
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.6,0.3684210526315789,0.9390243902439024,0.5292096219931272,0.31556503198294245,1.0,0.47974068071312803,0.6974552309142319,0.943794396523099,0,642
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.61,0.36739659367396593,0.9207317073170732,0.5252173913043479,0.32456140350877194,1.0,0.4900662251655629,0.7061068702290076,0.943794396523099,0,616
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.62,0.37593984962406013,0.9146341463414634,0.5328596802841918,0.3356009070294785,1.0,0.5025466893039049,0.7163601161665053,0.943794396523099,0,586
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.63,0.3798449612403101,0.8963414634146342,0.5335753176043557,0.3445867287543655,1.0,0.5125541125541125,0.7244248653940284,0.943794396523099,0,563
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.6399999999999999,0.38461538461538464,0.8841463414634146,0.5360443622920518,0.3532219570405728,1.0,0.5220458553791887,0.731948565776459,0.943794396523099,0,542
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.6499999999999999,0.39452054794520547,0.8780487804878049,0.5444234404536862,0.36319018404907977,1.0,0.5328532853285328,0.7403701850925463,0.943794396523099,0,519
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.6599999999999999,0.403954802259887,0.8719512195121951,0.5521235521235521,0.37326607818411095,1.0,0.5436179981634527,0.7486090035407182,0.943794396523099,0,497
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.6699999999999999,0.4115942028985507,0.8658536585365854,0.5579567779960707,0.38896189224704336,1.0,0.5600756859035004,0.7609254498714653,0.943794396523099,0,465
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.6799999999999999,0.4208955223880597,0.8597560975609756,0.5651302605210421,0.4099722991689751,1.0,0.581532416502947,0.776495278069255,0.943794396523099,0,426
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.69,0.4307692307692308,0.8536585365853658,0.5725971370143149,0.4296081277213353,1.0,0.601015228426396,0.7901761879337961,0.943794396523099,0,393
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.7,0.439873417721519,0.8475609756097561,0.5791666666666667,0.44511278195488724,1.0,0.6160249739854319,0.8004326663061114,0.943794396523099,0,369
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.71,0.45182724252491696,0.8292682926829268,0.5849462365591398,0.46105919003115264,1.0,0.6311300639658849,0.8105147864184009,0.943794396523099,0,346
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.72,0.45918367346938777,0.823170731707317,0.5895196506550219,0.47572815533980584,0.9932432432432432,0.6433260393873085,0.8157602663706992,0.943794396523099,2,324
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.73,0.47038327526132406,0.823170731707317,0.5986696230598669,0.4907563025210084,0.9864864864864865,0.6554433221099888,0.8206857785272625,0.943794396523099,4,303
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.74,0.48201438848920863,0.8170731707317073,0.6063348416289592,0.5087412587412588,0.9831081081081081,0.6705069124423964,0.8285876993166287,0.943794396523099,5,281
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.7499999999999999,0.5037878787878788,0.8109756097560976,0.6214953271028038,0.5272727272727272,0.9797297297297297,0.6855791962174941,0.8362168396770473,0.943794396523099,6,260
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.7599999999999999,0.5175097276264592,0.8109756097560976,0.6318289786223278,0.5555555555555556,0.9797297297297297,0.7090464547677262,0.8499413833528722,0.943794396523099,6,232
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.7699999999999999,0.5555555555555556,0.7926829268292683,0.6532663316582915,0.5804480651731161,0.9628378378378378,0.7242693773824651,0.8507462686567164,0.943794396523099,11,206
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.7799999999999999,0.5833333333333334,0.7682926829268293,0.6631578947368421,0.6153846153846154,0.9459459459459459,0.7456724367509987,0.8541793776693105,0.943794396523099,16,175
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.7899999999999999,0.6262626262626263,0.7560975609756098,0.6850828729281768,0.6388888888888888,0.9324324324324325,0.7582417582417582,0.8539603960396039,0.943794396523099,20,156
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.7999999999999999,0.6630434782608695,0.7439024390243902,0.7011494252873564,0.6938775510204082,0.918918918918919,0.7906976744186046,0.8629441624365483,0.943794396523099,24,120
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.8099999999999999,0.718562874251497,0.7317073170731707,0.7250755287009063,0.75,0.902027027027027,0.8190184049079755,0.8668831168831169,0.943794396523099,29,89
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.82,0.7919463087248322,0.7195121951219512,0.7539936102236422,0.7878787878787878,0.8783783783783784,0.8306709265175719,0.8586525759577279,0.943794396523099,36,70
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.83,0.8297872340425532,0.7134146341463414,0.7672131147540984,0.8518518518518519,0.8547297297297297,0.8532883642495784,0.8541525995948683,0.943794396523099,43,44
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.84,0.9212598425196851,0.7134146341463414,0.8041237113402062,0.9044117647058824,0.831081081081081,0.8661971830985915,0.8447802197802198,0.943794396523099,50,26
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.8499999999999999,0.9262295081967213,0.6890243902439024,0.7902097902097902,0.952,0.8040540540540541,0.8717948717948718,0.8298465829846583,0.943794396523099,58,12
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.8599999999999999,0.9491525423728814,0.6829268292682927,0.7943262411347518,0.9783549783549783,0.7635135135135135,0.857685009487666,0.7985865724381626,0.943794396523099,70,5
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.8699999999999999,0.9819819819819819,0.6646341463414634,0.7927272727272727,0.985781990521327,0.7027027027027027,0.8205128205128205,0.7455197132616488,0.943794396523099,88,3
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.8799999999999999,0.9901960784313726,0.6158536585365854,0.7593984962406015,0.9948979591836735,0.6587837837837838,0.7926829268292683,0.7065217391304348,0.943794396523099,101,1
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.8899999999999999,0.9897959183673469,0.5914634146341463,0.7404580152671756,1.0,0.6148648648648649,0.7615062761506276,0.6661786237188873,0.943794396523099,114,0
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.8999999999999999,1.0,0.5792682926829268,0.7335907335907336,1.0,0.5709459459459459,0.7268817204301076,0.6245380635624538,0.943794396523099,127,0
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.9099999999999999,1.0,0.5548780487804879,0.7137254901960784,1.0,0.5202702702702703,0.6844444444444444,0.5754857997010463,0.943794396523099,142,0
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.9199999999999999,1.0,0.5365853658536586,0.6984126984126984,1.0,0.4864864864864865,0.6545454545454545,0.5421686746987951,0.943794396523099,152,0
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.9299999999999999,1.0,0.524390243902439,0.688,1.0,0.44256756756756754,0.6135831381733021,0.49809885931558934,0.943794396523099,165,0
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.94,1.0,0.49390243902439024,0.6612244897959184,1.0,0.40878378378378377,0.580335731414868,0.46360153256704983,0.943794396523099,175,0
Filtered@750 Masking Diffusion,generative_filtered,42,750,0.95,1.0,0.4329268292682927,0.6042553191489362,1.0,0.36824324324324326,0.5382716049382716,0.4215003866976025,0.943794396523099,187,0
